feature	CNV_6q12    	CNV_18q11.2 	CNV_12p	CNV_12q	CNV_4q22.1  	CNV_13q34   	CNV_21q22.3 	CNV_2q36.2  	CNV_5q	CNV_5p	CNV_3p25.3  	CNV_2p16.1  	CNV_10p15.3 	CNV_21q	CNV_12q15   	CNV_11p15.5 	CNV_6q26    	CNV_13q	CNV_2p	CNV_2q	CNV_17q25.3 	CNV_22q11.21	CNV_5p12    	CNV_14q11.2 	CNV_11q25   	CNV_9q21.11 	CNV_7p11.2  	CNV_9q	CNV_12q24.32	CNV_7q11.22 	CNV_10p	CNV_10q	CNV_16p13.3 	CNV_9p24.1  	CNV_8p23.2  	CNV_3q	CNV_3p	CNV_9p23    	CNV_1p13.2  	CNV_8q24.21 	CNV_12p13.33	CNV_Xp11.3  	CNV_3q26.33 	CNV_1p34.2  	CNV_19q	CNV_19p	CNV_5q31.1  	CNV_11q	CNV_11p	CNV_8p	CNV_8q	CNV_11q13.3 	CNV_19p13.3 	CNV_19q12   	CNV_5q11.2  	CNV_10q23.31	CNV_6p25.3  	CNV_16q23.1 	CNV_4q35.2  	CNV_4p15.31 	CNV_20q	CNV_2q31.2  	CNV_13q12.11	CNV_Xq22.3  	CNV_15q12   	CNV_4q12    	CNV_9p	CNV_16p	CNV_16q	CNV_22q	CNV_1q	CNV_1p	CNV_Xq28    	CNV_9p13.3  	CNV_21q21.1 	CNV_17q11.2 	CNV_9p21.3  	CNV_6p	CNV_6q	CNV_14q13.3 	CNV_17q	CNV_17p	CNV_20q11.21	CNV_18p	CNV_18q	CNV_11q22.1 	CNV_Xq	CNV_Xp21.1  	CNV_20p	CNV_14q	CNV_15q26.3 	CNV_7q	CNV_7p	CNV_17q25.1 	CNV_19q13.33	CNV_4q32.3  	CNV_1p36.32 	CNV_7q36.1  	CNV_5p15.33 	CNV_8p11.23 	CNV_18p11.32	CNV_3p13    	CNV_18q23   	CNV_15q	CNV_19q13.2 	CNV_7q21.2  	CNV_1q21.2  	CNV_3p12.1  	CNV_3p11.1  	CNV_17p11.2 	CNV_13q14.2 	CNV_2q22.1  	CNV_4p	CNV_4q	
TCGA-33-4566	0	0.5713	0.966	0.000	-0.35145	-0.036265	0.28723	0.34096	0.000	0.505	0.014888	0.35831	0.36887	0.287	-0.041838	-0.052801	-0.043195	0.000	0.358	0.358	0.0051359	-0.067993	0.86433	0.32882	-0.037082	-0.024388	0.388	0.374	-0.074411	0.388	0.392	0.392	0.41563	0.36939	-0.50038	0.335	0.000	0.36939	-0.038105	2.0928	1.2671	-0.28025	0.35121	-0.038105	0.306	0.306	-0.025483	0.000	0.000	-0.500	0.000	-0.037082	-0.083598	0.72093	-0.02603	0.39164	0.63953	-0.046989	-0.35145	-0.037218	0.000	0.36019	-0.036265	0.44511	0.38651	0.10848	0.374	0.000	0.000	0.000	0.670	0.000	0.44189	0.38882	0.94486	-0.033405	-0.92339	0.000	0.000	0.32882	0.000	0.000	-0.056188	0.760	0.276	-0.037082	0.158	-0.28394	0.000	0.329	0.38651	0.000	0.388	0.0051359	0.32286	-0.35145	-0.061017	-0.035857	0.86473	-0.50038	1.6928	-0.026195	-0.48397	0.387	-0.087314	0.388	0.69166	-0.026195	-0.016841	-0.033405	-0.036265	0.35831	0.000	-0.314	
TCGA-60-2711	1.0665	0.56294	0.496	0.000	0.1252	-0.54942	-0.5294	-0.54213	-0.529	1.143	-0.53455	1.0074	0.25152	-0.529	0.58757	0	0.37035	-0.498	0.563	0.563	0.59184	0.55886	1.2029	-0.015191	-0.017254	0.12963	0.54036	0.130	0.52573	0.54036	0.000	0.000	-0.0070576	-1.0766	-0.44814	0.000	-0.533	-1.0766	0.5245	0.030972	0.57558	-0.56783	3.6569	3.6569	-0.492	-0.492	-0.60107	0.000	0.000	-0.448	0.000	-0.028491	-0.48638	-0.042652	-0.52808	-0.031882	0.40077	-0.53205	0.044432	-0.50888	0.364	0.036653	-0.55673	0.48561	0.6519	0.1252	-0.382	0.000	-0.479	0.559	0.000	0.000	-0.05469	-0.51521	-0.5294	0.55737	-0.51521	0.000	0.000	-0.015191	-0.022	-0.579	0.2443	0.563	0.563	-0.017254	0.440	-0.56783	0.245	0.000	0.93183	0.540	0.540	0.59184	-0.042652	-0.48775	-0.56753	0.56144	1.143	-0.44814	0.49626	-1.0911	0.56294	0.652	-0.042652	0.54036	1.5396	-1.0574	-1.0574	-0.090229	-0.49788	0.74594	-0.443	-0.443	
TCGA-60-2710	0.0080567	0.024969	0.000	0.000	-0.45244	-0.56047	0.015866	0	-0.626	-0.071	-0.63755	0	-0.63869	0.000	0.0098669	0.020483	0.0080567	-0.615	0.000	0.000	-0.0013858	-0.014641	0.55863	-0.61181	0.0066653	0.61426	0.031627	0.573	0.012655	0.031627	-0.592	-0.592	-0.059269	-0.60177	-0.62417	0.945	-0.636	-0.60177	-0.0055976	0.8247	0.0098669	-0.37031	2.0273	-0.0055976	0.000	0.000	-0.62617	0.000	0.000	0.000	0.000	0.0066653	-0.040345	-0.040345	-0.61595	-1.1816	0.016146	-0.62465	-0.019726	-0.54814	0.000	0	-0.61497	0.097106	-0.015329	-0.040209	0.000	0.000	-0.565	0.000	0.000	0.000	0.097106	-0.62855	0.0084743	-0.023059	-0.60177	0.000	0.000	-0.61181	0.000	-0.655	0.0066653	0.000	0.000	0.0066653	0.000	-0.37031	0.000	-0.612	0.61498	0.000	0.000	-0.0013858	-0.06048	-0.019726	-0.0055976	0.031627	0.55478	0.019643	0.024969	-0.63627	0.024969	0.587	-0.040345	0.031627	-0.0055976	-0.64202	2.3481	1.6992	-0.61497	0	-0.508	0.000	
TCGA-60-2713	0.043299	0.044857	0.000	0.000	-0.5744	-0.029857	-0.66007	-0.54774	-0.073	0.550	-0.62589	0.057226	-0.6617	0.000	0.084932	0.030451	0.032281	-0.502	0.000	-0.548	0.017124	-0.00027724	0.55	-0.53154	0.021603	0.045849	0.56205	0.000	0.040892	-0.063032	0.000	0.000	-0.039665	-0.62331	-0.36457	0.940	0.314	-0.62331	-0.0026322	0.16725	0.10002	-0.16075	3.6569	3.6569	0.000	0.000	-0.62274	0.000	0.000	-0.342	-0.342	0.021603	0.055373	0.018943	-0.62792	-0.99011	-0.00013862	-0.63689	-0.57812	-0.64038	0.000	-0.55587	0.072396	-0.16536	-0.0059522	-0.045364	0.000	0.000	-0.597	0.000	0.000	0.000	-0.17208	-0.63169	1.3173	-0.60593	-0.63169	0.000	0.000	-0.53154	0.000	-0.606	-0.0053992	0.000	0.000	0.021603	-0.165	-0.15208	0.000	-0.532	0	0.000	0.000	0.017124	0.018943	-0.57812	-0.63527	-0.038927	0.55	-0.36556	0.044857	-0.62589	0.044857	0.000	0.018943	0.0095883	-0.0026322	-0.63064	1.6782	-0.61191	-0.54355	-0.56406	-0.574	-0.574	
TCGA-60-2712	0.023845	0.163	0.144	0.144	-0.44228	-0.16248	-0.41483	0.14538	0.138	0.138	-0.44573	0.18128	0.15791	-0.415	0.1439	-0.13079	0.023845	-0.162	0.181	0.181	-0.095998	-0.092725	0.13841	-0.42425	-0.1265	-0.40931	0.15962	-0.251	0.16675	0.15962	0.039	-0.119	-0.092006	0.13659	-0.12793	0.792	-0.448	0.13659	0	0.43064	0.18077	-0.15843	1.2405	-0.092693	0.175	0.175	0.14717	-0.131	-0.131	0.105	0.233	-0.13079	0.17533	0.17533	0.13841	0.15791	0.15716	0.069863	-0.44228	-0.44228	-0.110	0.14538	-0.10836	-0.16653	-0.41252	-0.44228	0.137	0.000	0.000	0.000	0.000	0.000	-0.16149	0.15971	-0.41483	-0.095998	-1.0277	0.000	0.000	-0.42425	0.000	-0.304	-0.10954	0.163	0.163	-0.13079	-0.158	-0.15843	-0.110	-0.424	-0.40842	-0.280	-0.280	-0.095998	0.17533	-0.44228	-0.092693	-0.43969	0.13841	-0.12793	-0.21857	-0.44819	0.15074	-0.404	0.17533	0.15962	0	-0.44819	-0.44819	-0.40048	-0.13821	0.13042	-0.442	-0.442	
TCGA-56-5897	0.015098	-0.2913	0.000	0.000	0.023706	0.15711	-0.12901	0.22327	-0.300	-0.193	-0.29662	-0.099077	0.030451	-0.129	0	0.02421	-0.029857	0.157	0.000	0.000	-0.067993	0.36346	-0.193	-0.12733	0.026795	-0.15575	0.0081959	-0.156	0	0.0081959	0.000	0.000	-0.0060904	-0.29709	-0.29449	0.391	-0.297	-0.29709	-0.092519	0.33089	0	-0.046583	0.41011	-0.092519	-0.112	-0.112	-0.29992	0.000	0.000	-0.005	0.289	0.02421	-0.11221	-0.11221	-0.193	-0.29094	0.015098	-0.0060904	0.011724	0.023706	0.000	0.22327	0.15711	-0.0057315	0.047694	0.023706	-0.156	0.000	0.000	0.357	0.000	0.000	0.011454	-0.15575	-0.12901	-0.13871	-0.58265	0.000	0.000	-0.12733	-0.139	-0.139	0.047836	-0.291	-0.291	0.02421	0.000	-0.046583	0.000	-0.127	0.0475	0.000	0.000	-0.067993	-0.11221	0.011724	-0.092519	0.0081959	-0.193	0.28947	-0.2913	-0.29662	-0.2913	0.000	-0.11221	0.0081959	-0.092519	-0.29662	-0.29662	-0.13871	0.15711	0.18339	0.000	0.000	
TCGA-66-2781	0.27716	-0.31552	0.377	0.377	-0.34312	-0.67554	-0.34802	-0.045093	-0.322	0.000	-0.33029	0.53046	0.030029	-0.348	0.37693	-0.38302	0.15382	-0.269	0.000	0.000	0.21392	0.43361	0	0.024355	0.22299	-0.28976	0.023706	-0.388	-0.33306	0.42217	0.000	0.000	-0.41168	-0.66809	-0.43192	0.303	-0.330	-0.66809	-0.32741	0.058107	0.37693	0.282	1.5514	-0.39529	0.000	0.000	-0.34327	0.242	-0.098	3.233	0.000	0.20473	-0.099472	0.80582	-1.0484	-0.022142	0.29421	0.25803	-0.3304	-0.68979	0.503	-0.00069303	0.36411	-1.1817	0.5156	0.33318	-0.388	-0.412	0.264	0.434	0.130	-0.184	0.25152	-0.28976	-0.30157	0.26985	-1.0492	0.277	0.277	0.006109	0.270	-0.130	1.6792	-0.036	-0.316	-0.84731	0.240	-0.48853	0.978	0.000	0.25496	0.000	0.000	0.20932	-0.43061	-0.3304	-0.39529	0.030591	0.54065	3.6569	0.27963	-0.33883	-0.43317	0.000	1.4637	0.42217	0.1431	-0.31587	0.38452	-0.4003	-0.30825	-0.99102	-0.680	-0.330	
TCGA-66-2782	-0.23092	-0.051181	0.000	0.000	0	-0.33433	-0.32843	0.071391	-0.071	0.222	-0.32832	0.071391	0.19238	-0.328	0.041458	-0.33341	-0.32681	-0.338	0.000	0.000	-0.12187	-0.18295	0.22237	0.25777	-0.063435	-0.33815	0.31546	-0.338	0.041458	0.31546	0.192	-0.001	-0.31995	-0.33456	-0.34412	-0.112	-0.328	-0.33456	0.11272	1.2313	0.041458	-0.27356	0.63902	0.11272	-0.094	-0.314	-0.29343	0.000	-0.307	-0.334	0.398	-0.026378	-0.31447	0.22077	0.22237	-0.19337	-0.23092	-0.32797	0	0	0.135	0.071391	-0.33779	-0.91965	-0.073076	0	-0.338	-0.066	-0.328	-0.183	0.113	0.113	0.37364	-0.33815	-0.32843	-0.12187	-0.33456	-0.327	-0.327	0.25777	-0.122	-0.122	0.13495	0.000	0.000	-0.026378	-0.274	-0.27356	0.135	0.258	-0.073076	0.315	0.315	-0.12187	0.25324	0	0.11272	0.31546	0.22237	3.6569	-0.051181	-0.32867	-0.051181	0.000	0.25324	0.31546	0.11272	-0.33583	-0.33583	-0.12187	-0.33779	0.071391	0.000	0.000	
TCGA-66-2783	0.086811	0.016185	0.000	0.000	0.036229	-0.66596	0.50927	-0.02302	0.000	0.000	-0.6014	-0.025521	-0.049965	0.500	-0.009387	-0.014804	-0.5921	-0.568	0.000	0.000	-0.64753	-0.026441	0.012655	5.7332e-05	0.002372	0.0033299	-0.59097	0.000	-0.025483	-0.013948	0.000	0.000	-0.061017	0.0033299	-0.59015	1.049	-0.601	0.0033299	0.016006	0.0030522	-0.044822	-0.045783	2.2194	-0.041315	0.000	0.000	0.0052749	0.000	0.000	-0.574	0.000	0.002372	-0.13579	-0.074811	0.0024941	-0.60061	1.0558	-0.061017	0.036229	-0.58308	0.000	0.017842	-0.58127	-0.022606	-0.022534	0.018763	0.000	0.000	0.000	0.485	0.284	0.284	-0.036005	0.0033299	0.49953	-0.62217	0.0033299	0.000	-0.500	-0.0056757	0.000	-0.524	-0.098428	0.504	0.000	0.002372	0.000	-0.041675	0.466	0.000	-0.038306	0.000	-0.572	2.1658	-0.11508	0.036229	-0.061555	0.00021008	-0.019198	-0.58466	3.5148	-0.59865	-0.026697	0.000	-0.12366	0.0072688	0.016006	-0.58682	-0.58682	-0.62217	-0.56833	-0.0087391	-0.583	0.000	
TCGA-66-2785	0.69933	-0.37606	0.358	0.000	-0.33834	-0.34175	-0.35026	-0.012438	-0.350	-0.020	-0.3551	-0.015604	-0.017666	-0.345	0.0022193	-0.37166	0.0065262	-0.313	0.000	0.000	-0.37178	-0.36918	0.33044	-0.0034627	-0.07776	-0.34986	0.35708	-0.348	0.0083351	0.35708	0.000	-0.351	0.38056	-0.33998	-0.33918	0.000	0.000	-0.33998	0.003191	0.69559	1.589	-0.020877	0.0040243	1.9142	0.000	0.000	-0.35042	0.000	0.387	-0.335	0.000	-0.014916	-0.37932	0.51612	-0.72447	-0.35539	-0.036538	0.0015255	-0.33491	-0.33834	0.518	0.34648	-0.33706	-0.0071095	0.0079175	-0.33834	-0.348	-0.350	0.000	0.329	0.639	0.000	-0.021626	-0.37275	0.028978	-0.38672	-0.33998	0.000	0.000	-0.0034627	0.000	-0.370	0.5359	-0.376	-0.376	0.019643	0.000	-0.020877	0.000	0.000	-0.041844	0.349	0.349	-0.37178	-0.39085	-0.33491	-0.38089	0.35088	0.36395	-0.34653	-0.37606	-0.34916	-0.47065	0.000	0.4861	0.35708	0.6422	0.0016218	0.0016218	-0.38179	-0.33706	0.3361	-0.338	-0.338	
TCGA-66-2788	0.061562	-0.045941	0.000	0.000	-0.054597	-0.1726	-0.33579	-0.0089388	-0.329	0.148	-0.32549	0	-0.10921	-0.336	0.014103	-0.34877	0.45009	-0.141	0.000	0.000	0.25971	0.10509	0.47704	0.34248	0.055272	-0.27244	-0.11137	-0.272	0.014103	-0.11137	-0.107	-0.107	0.022637	-0.18202	0.30623	-0.105	-0.323	-0.73184	0.055569	0.34541	0.014103	-0.028987	0.21827	0.055569	0.158	-0.161	-0.32862	0.000	0.000	0.329	0.329	0.055272	-0.31921	0.15836	-0.32862	-0.098045	-0.35305	-0.0040982	-0.056328	-0.050552	0.114	0.0071048	-0.14111	-0.028987	-0.020909	-0.018446	-0.272	0.000	0.000	0.105	0.000	0.000	-0.021445	-0.27244	-0.74269	-0.33425	-0.73815	0.000	0.000	0.34248	0.000	-0.328	0.1138	0.000	0.000	0.055272	0.000	-0.028987	0.114	0.330	-0.020909	-0.111	-0.111	0.6145	0.15836	-0.056328	0.055569	-0.12793	0.4988	0.32937	-0.045941	-0.32834	-0.044907	0.000	0.15836	-0.11137	0.055569	-0.058008	0.21827	-0.33425	-0.14111	0	0.000	0.000	
TCGA-37-4141	0.18143	0.21756	-0.638	-0.638	-0.64003	-0.19661	-0.044595	-0.36268	0.000	0.919	-0.65911	0.2131	0.20636	0.000	-0.59976	-0.65782	0.18143	-0.133	0.152	-0.342	0.24711	0.067477	0.96714	0	0.089047	-0.65069	0.11928	-0.654	-0.14146	0.11928	0.206	0.206	-0.048381	-0.64605	-0.66293	0.336	-0.610	-0.64605	0.26368	-0.23377	-0.63767	-0.16476	0.94521	0.26368	-0.654	-0.654	-0.69881	0.125	-0.512	-0.640	-0.640	0.12575	-0.6541	-0.6541	-0.68052	0.20636	0.8834	0.099308	-0.65382	-0.64003	0.203	-0.36268	-0.074527	-0.16476	-0.65326	-0.64003	-0.654	0.000	0.000	0.000	0.264	0.264	-0.21216	-0.63692	-0.044595	-0.20365	-0.63692	0.181	0.181	0	-0.204	-0.658	0.20254	0.218	0.218	0.12545	-0.196	-0.19569	0.203	0.000	-0.67905	0.119	0.119	0.24711	-0.65541	-0.65382	0.26368	0.11928	0.96714	-0.20439	0.21756	-0.65911	0.21756	-0.653	-0.6541	0.11928	0.26368	-0.60953	-0.60953	-0.65792	-0.13319	-0.37073	-0.640	-0.640	
TCGA-18-4721	0.36558	-0.012718	0.124	0.124	-0.32484	-0.32566	-0.37156	-0.038685	-0.338	0.000	-0.35065	0.044711	-0.011753	-0.341	0.12385	0.01051	-0.008358	-0.326	0.000	0.000	-0.0088093	0.36313	0.038202	0.018658	0.01712	0.025526	0.11257	0.000	0.46194	0.11257	0.000	-0.224	-0.35499	0.10599	-0.34297	0.000	-0.346	-0.24058	-0.33849	0.37199	0.12385	-0.085727	2.598	-0.38078	0.000	0.000	-0.33814	0.000	0.000	-0.343	0.000	0.013833	-0.015608	-0.015608	-0.33814	-0.27894	-0.29769	0.01042	0.028055	0.0041588	-0.313	0.3918	-0.34504	-0.078548	0.019498	-0.32484	0.000	0.000	0.000	0.000	0.000	0.000	-0.078548	0.70438	-0.32205	0.020898	-0.24058	-0.298	0.000	-0.33494	0.000	-0.361	-0.00097458	0.000	0.000	0.013833	0.000	-0.085727	-0.313	0.000	0.0083969	0.113	0.113	-0.0088093	-0.015608	0.028055	-0.38078	-0.21008	0.043193	1.093	-0.012718	-0.34619	0.36247	0.000	-0.015608	0.11257	0.36509	-0.32147	-0.32147	-0.36136	-0.34561	-0.011891	0.000	-0.325	
TCGA-66-2791	0.14252	-0.31423	0.000	0.000	-0.329	0.25497	-0.33951	-0.078396	-0.343	-0.343	-0.15399	0.67253	-0.35499	-0.340	0.054392	-0.25151	-0.348	0.111	0.000	0.000	0.2787	0.16897	0.38835	0.10791	0.112	0	0.074938	0.000	-0.030252	0.074938	-0.350	-0.229	0.16132	0	-0.62273	-0.331	-0.331	0	-0.3342	0.28677	0.054392	-0.079993	1.5419	-0.37481	0.000	0.000	-0.34342	0.112	0.112	-0.237	-0.237	0.112	-0.064225	0.086449	-0.34342	-0.22943	-0.36916	0.57757	-0.34926	-0.329	-0.340	0.45753	-0.44079	-0.069535	-0.34628	-0.329	0.000	0.122	0.122	-0.356	-0.112	-0.334	-0.074396	0	-0.33951	0.29042	0	-0.219	-0.346	0.10791	0.290	-0.083	-0.33951	-0.314	-0.314	0.112	0.000	-0.079993	-0.175	0.000	0.11889	0.000	0.000	-0.40627	0.088564	-0.34926	-0.056588	0.13215	-0.12627	-0.33582	-0.31423	-0.33062	-0.31423	-0.346	0.088564	0.074938	0.22244	-0.33062	-0.33062	-0.37323	-0.40273	-0.6254	-0.329	-0.329	
TCGA-66-2790	0.032704	3.6569	0.000	0.000	-0.049965	-0.55321	-0.56077	-0.01354	0.000	0.000	-0.55146	-0.0020784	0.7042	0.000	0.038013	0.063223	0.021884	-0.541	0.000	0.000	-0.51508	-0.12979	0.026233	0.026373	-0.53774	-0.54031	-0.01904	-0.540	-0.56942	-0.0038779	0.000	0.000	-0.016798	-0.45308	-0.54886	0.235	-0.544	-0.45308	-0.5293	0.31778	0.04259	-0.35818	0.77907	-0.53042	0.000	0.000	-0.55385	-0.538	0.000	-0.180	0.318	3.6569	-0.54603	0.036935	-0.53683	0.031827	0.042732	-0.29615	-0.0018014	-0.02151	0.000	-0.0069195	-0.54371	-0.36597	-0.52869	-0.017254	-0.540	-0.281	-0.281	-0.130	0.000	0.000	-0.38116	-0.54031	-0.050235	0.07369	-0.51551	0.000	0.000	0.026373	0.000	0.000	0.075271	0.000	-0.505	-0.53774	-0.358	0.6246	-0.529	0.000	0.081322	0.000	0.000	0.118	0.036935	-0.03749	0.095798	0.044999	0.48458	-0.54673	0.053237	-0.54431	-0.53744	0.000	0.036935	0.040393	0.077794	-0.54431	-0.54431	0.07369	-0.53134	-1.1357	0.000	0.000	
TCGA-39-5028	-0.07736	-0.19564	0.000	0.000	0.034521	-0.19989	0.13997	-0.054575	0.000	0.000	-0.19514	0.38781	0.081017	0.140	0.06564	0	-0.30335	-0.200	-0.163	-0.163	0.05778	-0.021114	0.02313	0.090414	0	-0.16461	0.03819	-0.165	-0.057869	0.03819	0.000	0.000	-0.13434	-0.16461	-0.20586	0.151	-0.044	-0.16461	-0.046786	0.3538	-0.35989	-0.30453	0.15142	0.10663	0.000	0.000	-0.073618	0.000	0.000	0.148	0.354	0	0.07273	0.08246	0.02313	0.081017	-0.035872	-0.13434	0.034521	0.034521	0.131	-0.053356	-0.19989	0.17195	-0.15595	0.034521	-0.165	-0.134	-0.134	0.000	0.000	0.000	0.17195	-0.16461	0.13997	-0.09519	-0.16461	0.000	0.000	0.090414	0.000	0.000	0.13079	-0.196	-0.196	0	-0.133	-0.30453	0.131	0.000	-0.13847	0.000	0.000	0.05778	0.08246	0.034521	0.10663	-0.062107	0.02313	3.6569	-0.19564	-0.19514	-0.19564	-0.156	0.08246	0.03819	-0.046786	-0.19514	-0.19514	-0.09519	-0.19989	-0.062254	0.000	0.000	
TCGA-39-5029	-0.0041546	0.11184	-0.105	-0.105	0.10599	-0.3928	-0.36567	-0.38929	-0.384	0.677	0.47272	-0.1281	-0.11535	-0.363	-0.040073	0.088548	-0.059942	-0.380	-0.119	0.000	-0.17613	0.090285	0.67697	0.32963	0.10162	0	0.072096	0.000	0.63554	0.072096	-0.133	-0.133	0.041741	-0.54562	-0.3289	0.465	0.465	-0.54562	-0.23423	0.61081	-0.15091	-0.011473	0.56294	0.10424	0.120	-0.353	-0.38448	0.000	0.000	0.282	0.611	0.12314	-0.35293	0.11961	-0.36782	-0.13303	0.49165	0.041741	0.0871	0.094491	0.522	0.11462	-0.38403	-0.014916	-0.37846	0.076792	-0.546	0.000	0.000	-0.432	-0.372	-0.372	-0.026305	0	-0.38301	-0.17613	-0.54562	0.000	0.000	0.32963	-0.176	-0.176	0.52223	0.112	0.112	0.09998	0.000	-0.011473	0.522	0.393	-0.35339	-0.134	-0.134	-0.17613	0.11961	0.082621	0.096332	0.31659	0.73663	3.6569	0.11184	-0.89916	-0.41135	-0.353	0.11961	0.17845	-0.23423	-0.40793	-0.40793	-0.17613	-0.38033	0.052952	0.000	0.000	
TCGA-66-2795	1.3975	-0.67464	0.000	0.000	-0.68069	0.050655	-0.13912	0.010264	0.000	0.458	-0.71115	3.6569	-0.26206	-0.139	0.022984	-0.2259	-0.71641	0.000	0.706	0.000	1.5126	-0.73268	0.039457	0.11856	-0.099851	0.050797	0.29642	0.000	-0.10869	0.29642	0.000	0.000	-0.01906	0.38334	-0.69831	-0.051	-0.694	0.38334	-0.6848	0.06258	0.048824	-0.067212	2.6209	-0.70623	0.000	0.000	0.018489	0.000	0.000	-0.698	0.000	-0.092498	-0.78126	1.2418	0.039457	-0.050931	0.039033	-0.039154	-0.68069	-0.6838	0.000	0.010264	-0.20126	-0.10945	-0.48871	-0.6838	0.000	0.000	0.000	0.000	0.000	-0.671	-0.10107	0.050797	-0.81081	0.64849	0.38334	0.000	-0.675	0.12415	-0.010	-0.722	0.029585	-0.626	-0.626	-0.040229	-0.109	-0.16893	0.000	-0.600	1.1218	0.296	0.296	0.74021	-0.036286	-0.68069	-0.71694	0.08029	-0.66672	0.047672	0.080238	-0.67381	0.67564	0.000	1.3058	0.29642	1.9244	-0.71733	-0.71733	-0.72174	-0.13357	0.033528	-0.684	-0.684	
TCGA-66-2794	0.035665	0.64103	0.602	0.602	0.0035999	-0.038468	-0.0023405	0.0096312	-0.607	0.420	-0.018496	2.6767	0.020063	0.000	0.54983	0.023706	-0.0031859	0.000	0.000	0.000	0.0065262	0.0416	0.53608	0.078159	-0.62221	-0.0033243	0.0044411	0.000	0.46253	0.55549	0.000	0.000	-0.0014382	1.161	-0.089037	0.000	0.000	1.161	-0.62028	1.1667	0.54912	-1.0982	3.6569	-0.6194	-0.593	0.467	-0.61047	0.000	0.000	0.000	0.000	-0.0095295	0.46673	-0.59331	-0.61988	-0.049154	-0.63784	-0.0067813	-0.60815	-0.586	0.000	0.0096312	-0.023566	0.015168	-0.63216	-0.0063668	-1.251	0.000	0.000	0.651	0.000	-0.619	0.08161	1.1659	-0.080275	-0.59331	-1.2655	-0.619	0.000	0.033127	0.000	0.000	0	0.641	0.641	-0.57999	0.000	-0.017854	0.000	0.000	0.0081919	0.565	0.000	0.0065262	-0.59331	-0.58451	-0.66638	0.5696	0.44681	-0.0023553	0.64103	-0.016429	-0.63225	-0.579	-0.59331	0.59747	0.036935	-0.10092	-0.10092	-0.014113	-0.046096	0.0096312	-0.549	-0.549	
TCGA-39-5024	0.074138	-0.037746	0.000	0.000	-0.048056	0.10426	-0.0064884	0.068109	-0.152	1.457	-0.30638	0.068109	-0.00026058	0.000	0.0058476	-0.0017847	0.074138	0.101	0.000	0.000	-0.0057706	0.03413	1.6088	-0.12367	-0.0017847	-0.10301	0.070541	-0.101	0.0018197	0.070541	0.000	0.000	0.0061257	-0.0019232	-0.31469	0.253	-0.306	-0.0019232	0.014866	0.37761	0.0058476	0.023443	0.42807	0.033989	0.000	0.000	-0.1522	0.000	0.000	0.378	0.378	-0.0017847	0.027655	0.027655	-0.1522	-0.00026058	0.074138	-0.15726	-0.048056	-0.048056	0.000	0.068109	0.1012	0.023443	-0.057638	-0.048056	0.000	0.000	0.000	0.000	0.000	0.000	0.023443	0.62172	-0.0064884	-0.0057706	-0.62445	0.000	0.000	-0.12367	0.000	-0.291	0.0082126	0.000	0.000	-0.0017847	0.000	0.023443	0.000	-0.124	-0.057638	0.000	0.000	-0.0057706	0.027655	-0.048056	0.033989	-0.31399	1.6088	0.20857	-0.037746	-0.30638	-0.037746	0.000	0.027655	0.070541	0.17153	-0.17511	-0.17511	-0.0057706	0.1012	0.068109	0.000	0.000	
TCGA-34-5241	-0.37392	-0.19249	0.365	0.000	-0.17796	-0.083997	-0.17778	-0.194	0.388	0.577	-0.19837	0.20503	0.001803	-0.178	3.0919	-0.1755	-0.02754	0.000	0.171	0.171	-0.19675	0.21223	0.57701	-0.1803	-0.012576	-0.19087	-0.099604	-0.191	-0.0123	0.13791	0.000	0.172	-0.19437	-0.19087	-0.20995	0.416	0.238	-0.19087	0.01524	0.15472	0.38105	0.013074	0.73948	0.01524	0.000	-0.116	-0.18854	0.000	0.000	-0.055	0.155	-0.075271	-0.116	-0.116	-0.27605	0.18448	0	0.21192	-0.18139	-0.22417	0.000	0.10497	-0.083997	0.013074	-0.059404	0.21192	-0.191	0.197	0.197	0.212	0.000	0.000	0.013074	-0.19087	-0.17778	-0.19212	-0.19087	0.000	0.000	-0.1803	-0.192	0.044	0.055398	-0.192	-0.192	-0.075271	0.000	0.013074	0.000	0.000	0.0282	0.138	0.138	-0.19675	0.0058309	-0.18139	0.0091576	-0.4186	0.79162	0.19619	0.21545	-0.19262	-0.19951	0.000	0.83235	0.13791	0.01524	-0.19262	-0.19262	1.6695	-0.083997	0.10497	-0.165	-0.165	
