feature	CNV_20q	CNV_20p	CNV_Xq11.2 	CNV_14q	CNV_17q24.3	CNV_7q36.3 	CNV_12p	CNV_12q	CNV_7q	CNV_7p	CNV_9q	CNV_3p21.32 	CNV_10p	CNV_10q	CNV_16p	CNV_16q	CNV_22q	CNV_1q	CNV_1p	CNV_14q31.1 	CNV_3q26.32	CNV_8p23.2  	CNV_3q	CNV_3p	CNV_5q	CNV_5p	CNV_1q43    	CNV_Xq23    	CNV_4q34.3  	CNV_18q	CNV_8q24.22	CNV_1q24.1 	CNV_2q37.3  	CNV_17p	CNV_15q	CNV_9p21.3  	CNV_21q	CNV_13q13.3 	CNV_19q	CNV_19p	CNV_6q26    	CNV_6p	CNV_6q	CNV_13q	CNV_Xp22.2 	CNV_11q	CNV_11p	CNV_1q32.1 	CNV_8p	CNV_8q	CNV_17q	CNV_3p25.3  	CNV_5q35.1 	CNV_Xq	CNV_2p	CNV_2q	CNV_1p36.23 	CNV_1p31.1  	CNV_10p14  	CNV_4p	CNV_4q	CNV_4q32.1 	CNV_10q23.31	CNV_9p23    	CNV_3p12.2  	CNV_3q11.2  	CNV_Xp11.4 	CNV_9p	CNV_18p	
TCGA-B0-5100	0.000	0.000	-0.029177	0.000	0.013353	-0.010094	0.000	0.000	0.000	0.000	-0.559	-0.00029587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0015243	0.0019418	0.012097	0.000	0.000	0.000	0.000	0.0019546	-0.029177	-0.0011969	0.000	-0.0092666	0.0043455	0.00055459	0.000	0.000	-1.1069	0.000	-0.0016629	0.000	0.000	-0.0037395	0.000	0.000	0.000	-0.024114	0.000	0.000	0.0043455	0.000	0.000	0.000	0.0026357	-0.0034013	0.000	0.000	0.000	0.0097276	0.0043455	-0.0040478	0.000	0.000	-0.0011969	-0.005814	-0.56902	-0.00029587	-0.00029587	-0.029177	-0.559	0.000	
TCGA-B0-5102	0.000	0.000	-0.012937	0.000	0.38006	0.41138	0.000	0.000	0.411	0.411	0.000	-0.4505	0.000	0.000	0.372	0.372	0.369	-0.448	-0.448	-0.011473	0.42704	-0.97413	0.427	-0.023	0.428	0.428	-0.44825	-0.012937	0.00069327	0.000	-0.0029353	-0.44825	0.0019418	0.380	0.000	-0.0049844	0.400	0	0.320	0.320	-0.90858	0.000	0.000	0.000	-0.014569	0.000	0.000	-0.44825	-0.859	0.000	0.380	-0.4505	1.221	0.000	0.000	0.000	-0.44825	-0.44825	-0.011941	0.000	0.000	0.00069327	-0.0031859	-0.0049844	-0.4505	0.42704	-0.0031859	0.000	0.000	
TCGA-B8-5159	0.000	0.000	-0.13458	0.000	0.042024	0.0037465	0.000	0.000	0.000	0.000	0.000	-0.71737	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.7242	-0.0040162	-0.0020784	0.000	-0.713	0.712	0.712	0	-0.13484	-0.017529	0.000	-0.010232	0	0.66272	0.000	0.000	0.0076392	0.000	-0.01904	0.000	0.000	-0.010646	0.000	0.000	0.000	-0.13458	0.000	0.000	0	0.000	0.000	0.000	-0.73388	0.70767	-0.135	0.653	0.653	0.046644	0	-0.00041585	0.000	0.000	-0.017529	-0.00041585	0.0076392	-0.0040162	-0.0040162	-0.13458	0.000	0.000	
TCGA-B4-5844	0.000	0.000	-0.01849	0.000	-0.0083005	0.59134	0.000	0.000	0.000	0.000	0.000	-0.58872	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00083195	0.004719	-0.00027724	0.000	-0.583	0.000	0.000	0.00027728	-0.01849	0.0024969	0.000	-0.00027724	0.00027728	-0.0031859	0.000	0.000	0.00013863	0.000	-0.0023553	0.000	0.000	0.0016642	0.000	0.000	0.000	-0.01849	0.000	0.000	0.00027728	0.000	0.000	0.000	-0.58872	0.0015255	0.000	0.000	0.000	0.00027728	0.00027728	-0.0026322	0.000	0.000	0.0024969	-0.0026322	0.00013863	0.00458	0.00458	-0.01849	0.000	0.000	
TCGA-DV-5573	0.000	0.000	-0.018851	-0.474	-0.019314	-0.0059867	0.000	0.000	0.000	0.000	0.000	-0.46696	0.000	0.000	0.416	0.416	0.000	0.000	0.000	-0.47427	0.020623	0.0011093	-0.467	-0.467	0.465	0.465	0.004719	-0.018851	0.0084743	0.000	0.0011093	0.004719	0.0084743	0.000	0.000	-0.0077482	0.431	0.0041632	0.000	0.000	-0.47374	0.000	-0.463	0.000	-0.012576	0.000	0.000	0.004719	0.000	0.000	0.000	-0.50088	0.46502	0.000	0.000	0.000	-0.012431	-0.012431	-0.0060904	0.000	0.000	0.0084743	-0.0060904	-0.0077482	-0.46696	-0.46696	-0.018851	0.000	0.000	
TCGA-DV-5574	0.000	0.000	0.058887	0.000	0.0071722	0.42867	0.000	0.000	0.429	0.429	0.000	-0.12607	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0015736	-0.12607	-0.2014	-0.126	-0.126	0.245	0.245	0.07407	0.058887	-0.0086257	0.000	-0.0024046	0.07407	-0.0018507	0.000	0.000	0.0035582	0.000	0.10652	0.000	0.000	-0.0019892	0.000	0.000	0.107	0.058887	0.000	0.000	0.07407	-0.199	0.000	0.000	-0.12607	0.24508	0.000	0.000	0.000	0.07407	0.07407	0	0.000	0.000	-0.0086257	0	0.0035582	-0.12607	-0.12607	0.058887	0.000	0.000	
TCGA-DV-5575	0.000	0.000	-0.059671	0.000	-0.028081	0.51333	0.000	0.000	0.000	0.000	0.000	-0.50981	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.0028544	0.019783	-0.51135	0.000	-0.510	0.000	0.000	-0.0044312	-0.054825	0.019643	0.000	0.0095742	-0.0044312	0	0.000	0.000	-0.0011087	0.000	0.0072217	0.000	0.000	-0.50809	0.000	-0.475	0.000	-0.059671	0.000	0.000	-0.0044312	-0.511	-0.511	0.000	-0.50981	0.015013	0.000	0.000	0.000	-0.0044312	-0.0044312	-0.00021285	0.000	0.000	0.019643	0.0013215	-0.0011087	-0.49819	0.019783	-0.059671	0.000	0.000	
TCGA-DV-5576	0.000	0.000	-0.025209	0.000	0.0051359	0	0.000	0.000	0.000	0.000	-0.607	-0.0008316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.0049969	-0.0070576	0.0030008	0.000	0.000	0.000	0.000	0.0021188	-0.029721	-0.00055444	0.000	0.0016642	0.0021188	-0.0087146	0.000	0.000	-0.33237	0.000	-0.0020784	0.000	0.000	0.012237	0.000	0.000	0.000	-0.025209	0.000	0.000	0.0021188	0.000	0.000	0.000	-0.0008316	-0.0018014	0.000	0.000	0.000	0.0026357	0.0026357	0.0068044	0.000	0.000	-0.0048293	0.0028278	-0.62941	-0.0021807	-0.0070576	-0.025209	-0.607	0.000	
TCGA-B4-5843	0.000	0.000	0.0558	-0.766	0.016845	0.75108	0.000	0.000	0.751	0.751	0.000	-0.7715	0.000	0.000	0.000	0.000	0.000	0.706	0.000	-0.76569	-0.0086975	0.00013863	0.000	-0.763	0.000	0.000	0.72659	0.0558	-0.010508	0.000	-0.0123	0.72659	0.69167	0.000	0.000	0.003191	0.000	-0.012713	0.000	0.000	-0.013264	0.000	0.000	0.000	0.0558	0.000	0.000	0.72659	0.000	0.000	0.000	-0.7715	-0.012576	0.000	0.663	0.663	0.020763	0.0031265	0.0013868	0.000	0.000	-0.010508	0.0013868	0.003191	0.0020805	-0.0042929	0.0558	0.000	0.000	
TCGA-BP-5191	0.304	0.304	-0.0092879	-0.309	0.0052535	-0.010943	0.301	0.301	0.000	0.000	-0.304	-0.63558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.30876	0.002892	0.30567	0.000	0.000	0.594	0.594	-0.0093877	-0.0092879	0.0059486	-0.287	0.30567	0.0033085	-0.00057575	0.000	0.000	-0.3118	0.292	-0.31472	0.000	0.000	-0.31426	-0.314	-0.314	-0.315	-0.0092879	0.000	0.000	0.0040029	0.306	0.306	0.000	0.0035863	0.59635	0.000	0.000	0.000	0.0033085	0.0033085	-0.012046	0.000	0.000	0.0059486	-0.012046	-0.3118	-0.63558	0.002892	-0.0092879	-0.304	-0.287	
TCGA-B0-4696	0.000	0.000	0.11242	0.971	-0.025072	1.4207	0.000	0.134	0.407	0.407	0.000	-0.2696	-0.316	-0.316	-0.341	0.000	0.000	-0.306	0.000	0.97093	0.66882	-0.0024938	-0.260	-0.260	0.000	0.131	-0.3267	-0.28834	0.41279	0.000	0.022321	0.082476	-1.2051	0.908	0.000	-0.23741	1.258	-0.29969	0.000	-0.725	-0.68334	-0.335	-0.679	-0.321	-0.74855	-0.342	-0.342	-0.30639	-0.729	0.000	0.000	-0.28172	0.08551	-0.675	0.000	-0.464	-0.055634	0.10891	-0.7436	0.440	0.440	-0.23165	-0.31038	0.21039	-0.26047	0.12741	1.1349	0.000	0.000	
TCGA-B0-4697	0.000	0.000	-0.0026322	0.000	0.00027728	-0.0039137	0.000	0.000	0.000	0.000	0.000	-0.13103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0014852	0.0051359	-0.0056757	0.000	0.000	0.000	0.000	0.00056	-0.0026322	0.00055459	0.000	-0.00021248	0.001188	0.0040243	0.000	0.000	0.00013863	0.000	0	0.000	0.000	0.0027745	0.000	0.000	0.000	-0.0026322	0.000	0.000	0.00056	0.000	0.000	0.000	-0.12655	0.069382	0.000	0.000	0.000	0.0034687	0.001188	-0.0085766	0.000	0.000	0.0044411	-0.0085766	0.00013863	-0.058423	-0.058423	-0.0026322	0.000	0.000	
TCGA-B0-4694	0.000	0.000	-0.059404	-0.109	-0.01037	0.20141	0.000	0.000	0.201	0.201	-0.124	-0.38972	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.10867	0.011679	0.0021074	0.000	-0.389	0.000	0.000	0.0016642	-0.059404	0.0033521	0.000	0.0090312	0.0016642	0.00097064	0.000	0.000	-0.12369	0.000	-0.0022168	0.000	0.000	-0.39196	-0.396	-0.396	0.000	-0.062629	0.000	0.000	0.0016642	0.000	0.000	0.000	-0.38972	-0.012722	0.000	0.000	0.000	-0.083889	-0.083889	-0.0015243	0.000	0.000	0.0033521	-0.40041	-0.12369	-0.38917	-0.38917	-0.059404	-0.124	0.000	
TCGA-B0-4693	0.000	0.000	0.015028	0.000	0	-0.012989	0.406	0.406	0.000	0.000	0.000	-0.46855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.00069303	8.0264e-05	-0.0008316	-0.469	-0.469	0.433	0.000	0.004719	0.015028	-0.003513	0.000	0.003191	0.004719	-0.0024314	0.000	0.000	0.0090812	0.000	-0.0049844	0.000	0.000	0.0011093	0.000	0.000	0.000	0.015028	0.000	0.000	0.004719	0.000	0.000	0.000	-0.46855	0.43412	0.000	0.000	0.000	0.004719	0.004719	-0.0033243	0.000	0.000	-0.003513	-0.0065919	-0.0020992	-0.47797	0.0033299	0.015028	0.000	0.000	
TCGA-B0-4690	0.166	0.166	0.024658	0.000	0.080601	0.71114	0.349	0.349	0.711	0.711	-0.247	-0.17828	0.206	0.033	0.131	0.131	0.000	0.000	0.000	-0.06048	0.13435	-0.13436	0.134	-0.044	0.000	0.000	0.06843	0.037217	-0.12213	0.000	0.021323	0.073115	0.036411	0.000	0.000	-0.75297	0.154	-0.1382	-0.125	-0.125	-0.18546	-0.123	-0.123	-0.138	0.024658	0.000	0.000	0.071467	0.000	0.000	0.000	-0.17828	-0.010646	0.000	0.153	0.153	-0.34653	0.051103	0.20641	-0.127	-0.127	-0.12655	-0.58353	-0.24667	-0.17828	0.13732	0.024658	-0.247	0.000	
TCGA-B0-4691	0.000	0.000	-0.01904	-0.536	0.010703	0.49372	0.472	0.472	0.489	0.489	-0.526	-0.53906	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.53581	-0.005492	-0.10039	0.000	0.000	0.000	0.000	0.0091198	-0.01904	-0.0055375	0.000	-0.01106	0.0091198	-0.00097017	0.000	0.000	-1.0237	0.000	-0.51764	0.000	0.000	-0.00041585	0.000	0.000	-0.518	-0.01904	0.000	0.000	0.0091198	0.000	0.000	0.000	-0.53906	0.51333	0.000	0.000	0.000	-0.54764	0.0091198	-0.0047633	0.000	0.000	-0.0055375	-0.0047633	-0.5292	0.0037465	0.0037465	-0.01904	-0.526	0.000	
TCGA-BP-5190	0.000	0.000	-0.034223	-0.663	-0.00041585	-0.0059522	0.000	0.000	0.000	0.000	0.000	-0.66689	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.66291	0.012237	-0.00055444	0.000	-0.665	0.000	0.000	0.00055459	-0.034223	0.0054139	0.000	-0.00055444	0.00055459	-0.0048613	0.000	0.000	0.00458	0.000	0	0.000	0.000	0.0012481	0.000	0.000	0.000	-0.034223	0.000	0.000	0.00055459	0.000	0.000	0.000	-0.67177	0.66032	0.000	0.000	0.000	0.00015007	0.00055459	-0.0067813	0.000	0.000	0.0054139	-0.0067813	0.00458	-0.66855	0.012237	-0.034223	0.000	0.000	
TCGA-B0-4698	0.263	0.263	-0.034322	0.000	0.25277	-0.26035	0.548	0.548	-0.256	-0.256	0.438	0.040117	0.000	0.000	-0.104	-0.104	0.000	-0.256	-0.256	-0.020549	0.059017	0	0.000	0.000	0.000	0.206	-0.256	-0.034322	-0.23165	-0.230	0.55354	-0.25669	0.010641	0.000	-0.266	-0.22822	-0.246	-0.2175	0.000	0.000	-0.22256	-0.223	-0.223	-0.218	-0.01904	0.000	0.000	-0.256	0.000	0.000	0.000	0.035133	0.045141	0.000	0.000	0.000	-0.15772	-0.24326	0.012655	0.000	0.000	-0.23165	0.012655	-0.22822	0.040117	0.059017	-0.034322	0.210	-0.230	
TCGA-B0-4699	0.349	0.349	-0.23729	0.258	-0.51115	0	0.131	0.131	0.000	0.000	0.000	0.25511	-0.463	-0.463	0.000	0.000	0.000	-0.495	-0.495	0.23597	0.25511	-0.45949	0.255	0.255	0.000	0.000	-0.49536	-0.11717	0.0071528	-0.478	-0.26516	-0.49536	-0.59801	-0.513	0.000	0.043865	-0.509	-0.56346	0.160	0.160	-0.46071	-0.467	-0.467	-0.563	-0.29062	0.000	0.000	-0.49536	-0.459	-0.265	-0.513	0.25511	0.063223	-0.237	-0.500	-0.500	-0.48774	-0.49536	-0.46259	0.000	0.000	0.0071528	-0.39853	0.043865	0.25511	0.25511	-0.29062	0.000	-0.478	
TCGA-CJ-6027	0.000	0.000	-0.14464	-0.573	0.5562	0.020063	0.000	0.000	0.000	0.000	-0.569	-0.55849	0.000	0.000	0.000	0.000	0.000	0.150	0.150	-0.57289	-0.45929	-0.57654	-0.459	-0.459	0.129	0.129	0.15039	-0.14464	0.027216	-0.557	0.015028	0.15039	-0.58275	0.000	0.000	-0.56942	0.577	-0.10484	0.000	0.000	-0.56674	-0.567	-0.567	-0.105	-0.14464	0.000	0.000	0.15039	-0.572	0.000	0.000	-0.55849	0.12933	-0.145	0.000	0.000	-0.58471	0.15039	-0.029994	0.000	0.000	0.027216	-0.026851	-0.56942	-0.5574	-0.45929	-0.14464	-0.569	-0.557	
TCGA-A3-3357	0.000	0.000	-0.033017	-0.512	0.0097656	0.029574	0.000	0.000	0.000	0.000	0.000	-0.51379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.53801	0.015776	-0.0041056	-0.524	-0.524	0.487	0.487	-0.01663	-0.062477	-0.0050738	-0.504	-0.0041056	0.0074101	-0.0076993	0.000	0.000	0.0074522	0.000	-0.0013368	0.000	0.000	-0.0027217	0.000	0.000	0.000	0.020392	0.000	0.000	0.004084	0.000	0.000	0.000	-0.53173	0.48722	0.000	0.000	0.000	0.0074101	0.0074101	-0.0064727	0.000	0.000	-0.0050738	-0.0020294	0.0074522	-0.52413	-0.52413	-0.0054886	0.000	-0.504	
TCGA-CJ-6028	0.000	0.000	0.012795	0.243	-0.092865	0.32721	0.129	0.129	0.327	0.327	-0.161	-0.39542	0.000	0.000	0.131	0.131	-0.139	0.000	0.000	0.24342	0.15129	-0.085703	0.151	-0.244	0.362	0.208	0	0.012795	-0.10309	-0.153	-0.042788	0	0.10789	0.000	-0.139	-0.16064	-0.142	-0.15503	0.241	0.241	-0.1586	-0.159	-0.159	-0.155	0.012795	0.000	0.000	0	0.000	0.000	0.000	-0.39542	0.36215	0.000	0.108	0.108	0	0	-0.099736	-0.103	-0.103	-0.10309	-0.099736	-0.16064	-0.39542	0.15129	0.012795	-0.161	-0.153	
TCGA-B0-5400	0.000	0.000	0.00041593	-0.235	-0.0060904	-0.005261	0.000	0.000	0.000	0.000	0.000	-0.07214	0.000	0.000	0.260	0.260	0.216	0.000	0.000	-0.23508	-0.07214	0	0.000	0.000	0.000	0.000	0.016109	0.00041593	-0.021784	0.000	0	0.016109	0.011958	0.000	0.000	-0.053476	0.000	-0.015379	0.000	0.000	-0.019452	0.000	0.000	0.000	-0.00069303	0.000	0.000	0.016109	0.000	0.000	0.000	-0.07214	0.27695	0.000	0.000	0.000	0.0033299	0.0033299	-0.011198	0.000	0.000	-0.021784	-0.011198	-0.053476	-0.07214	-0.07214	0.00041593	0.000	0.000	
TCGA-B0-5402	0.000	0.000	-0.1126	0.000	-0.0027707	-0.00027724	0.000	0.000	0.000	0.000	-0.582	-0.59779	0.000	-0.591	0.173	-0.414	0.000	0.000	-0.253	0.0087528	0.0094491	0.0044411	0.000	-0.598	0.000	0.000	0.0033299	-0.1126	-0.052936	0.000	0.0044411	0.0033299	0.00083195	0.000	0.000	-0.2828	-0.595	0.0055529	0.000	0.000	-0.60158	0.000	-0.602	0.000	-0.11995	0.000	0.000	0.0033299	0.000	0.000	0.000	-0.59779	0.57648	-0.113	0.000	0.000	0.013213	-0.25277	0.0069435	0.000	0.000	-0.052936	-0.59292	-0.2828	-0.59779	0.0043975	-0.1126	-0.283	0.000	
TCGA-DV-5567	0.000	0.000	0.00041593	0.000	-0.0038779	-0.00055444	0.000	0.000	0.000	0.000	0.000	-0.0023275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.016979	0.0010843	0.0040243	0.000	0.000	0.000	0.000	0	0.00041593	0.00083195	0.000	-0.0030475	0	-0.00013862	0.000	0.000	-0.005814	0.000	-0.00097017	0.000	0.000	0.0034687	0.000	0.000	0.000	0.00041593	0.000	0.000	0	0.000	0.000	0.000	-0.007472	0.00013863	0.000	0.000	0.000	0	0	-0.00097017	0.000	0.000	0.00083195	-0.00097017	-0.005814	-0.0023275	-0.0023275	0.00041593	0.000	0.000	
TCGA-DV-5566	0.000	0.000	-0.054825	0.000	-0.0026322	0.0012481	0.000	0.000	0.000	0.000	0.000	-0.58921	-0.352	-0.352	0.000	0.000	-0.172	0.000	0.000	-0.073076	0.0020805	-0.019243	0.000	-0.589	0.000	0.000	0.0020805	-0.054825	-0.0008316	0.000	0.0038156	0.0020805	-0.0051227	0.000	0.000	-0.078011	0.000	-0.0022168	0.000	0.000	0.0024969	0.000	0.000	0.000	-0.054825	0.000	0.000	0.0020805	0.000	0.000	0.000	-0.58921	0	0.000	0.000	0.000	0.0020805	0.0020805	-0.35248	0.000	0.000	-0.0008316	-0.35248	-0.078011	-0.58921	0.0020805	-0.054825	0.000	0.000	
TCGA-DV-5565	0.000	0.000	-0.092478	0.000	0.0022193	0.69055	0.000	0.000	0.691	0.691	0.000	-0.69396	0.000	-0.706	0.000	0.000	0.000	0.000	0.000	-0.0078863	0.015866	-0.71986	0.000	-0.694	0.000	0.000	0	-0.092478	0.011036	0.000	0.032422	0	-0.0031859	-0.727	0.000	0.0011093	0.000	-0.00013862	0.000	0.000	-0.71383	0.000	0.000	0.000	-0.092478	0.000	0.000	0	-0.717	0.000	0.000	-0.69396	0.010564	0.000	0.000	0.000	0	0	0.006109	0.000	0.000	0.011036	-0.70559	0.0011093	-0.69396	-0.69396	-0.092478	0.000	0.000	
TCGA-CZ-5465	0.000	0.000	-0.15388	-0.220	-0.23214	0.07484	0.000	0.000	0.000	0.000	-0.225	-0.79723	-0.547	-0.547	0.000	0.000	0.000	0.000	0.000	-0.19782	0.34323	-0.79622	0.343	-0.444	0.000	0.000	0	-0.15388	-0.49684	0.000	0.34954	0	0.068378	-0.232	0.000	-0.22527	-0.227	-0.20492	0.000	0.000	-0.473	-0.469	-0.469	-0.205	-0.15388	-0.211	-0.211	0	-0.790	-0.440	-0.232	-0.79723	0.085654	-0.154	0.000	0.000	0	0	-0.54784	-0.501	-0.501	-0.50095	-0.54677	-0.22527	-0.7869	0.34323	-0.15388	-0.225	0.000	
TCGA-CZ-5464	0.464	0.464	0.13302	0.000	0.001803	0.422	0.439	0.439	0.422	0.422	0.000	-0.48932	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0084385	0.43885	0.42686	0.436	-0.053	0.485	0.485	-0.012359	0.13302	-0.033405	0.000	0.42486	-0.012359	-0.0037395	0.000	0.000	-0.0058062	0.000	0.42368	0.465	0.465	-0.025209	0.000	0.000	0.424	0.13302	0.000	0.000	-0.012359	0.427	0.427	0.000	-0.48932	1.3161	0.133	0.000	0.000	0.010414	-0.012359	-0.015741	0.000	0.000	-0.033405	-0.015741	-0.0058062	-0.48932	0.43598	0.13302	0.000	0.000	
TCGA-CZ-5467	0.000	0.000	0.0077783	0.000	-0.01409	0	0.000	0.000	0.000	0.000	0.000	-0.66152	0.000	0.000	0.604	0.604	0.000	0.000	0.000	-0.66383	0.01419	-0.0073339	0.000	0.000	0.000	0.000	0.0016117	0.0077783	0.0051359	0.641	-0.0073339	0.0016117	0.010006	0.000	0.000	0.00041593	0.000	0.00083195	0.000	0.000	0.0055529	0.000	0.000	0.000	0.0077783	0.000	0.000	0.0016117	0.000	0.000	0.000	-0.66152	0.64946	0.000	0.000	0.000	-0.0092666	-0.0092666	-0.012813	0.000	0.000	0.0051359	-0.022744	0.00041593	0.0083351	-0.65249	0.0077783	0.000	0.641	
TCGA-DV-5568	0.000	0.000	-0.019726	0.000	0.0034687	-0.0023553	0.000	0.000	0.000	0.000	0.000	-0.54734	0.000	0.000	0.101	0.101	0.000	0.000	0.000	-0.038578	0.0049969	0.0020805	0.000	-0.547	0.000	0.000	-0.058866	-0.019726	-0.038442	0.000	0.0054139	-0.058866	0.0070826	0.000	0.000	-0.027535	0.528	-0.28807	0.000	0.000	-0.12888	-0.134	-0.134	-0.288	-0.019726	0.000	0.000	-0.058866	0.000	0.000	0.000	-0.54734	0.54577	0.000	0.000	0.000	-0.058866	-0.058866	-0.027361	0.000	0.000	-0.042711	-0.016704	-0.027535	-0.54128	0.54277	-0.019726	0.000	0.000	
TCGA-CZ-5461	0.245	0.245	0.1006	-0.234	0.0012481	0.23876	0.445	0.445	0.239	0.239	-0.437	-0.45304	0.000	0.000	0.000	0.000	-0.223	0.000	0.000	-0.23419	0.93588	-0.012024	-0.453	-0.453	0.247	0.247	0.012097	0.1114	-0.22121	0.000	-0.012024	0.012097	0.23597	0.000	-0.225	-0.43659	0.212	0.24389	0.227	0.227	0	0.000	0.000	0.244	0.1006	0.000	0.000	0.012097	0.000	0.000	0.000	-0.45304	0.262	0.101	0.236	0.236	0.012097	0.012097	-0.082137	-0.141	-0.141	-0.22121	-0.082137	-0.43659	-0.45304	-0.45304	0.1006	-0.437	0.000	
TCGA-CZ-5460	0.000	0.000	-0.067932	0.000	-0.15554	0.52915	0.000	0.000	0.431	0.000	-0.137	-0.58274	-0.192	-0.192	0.000	0.000	0.000	-0.140	-0.140	0.07815	0.11587	-0.13574	0.116	-0.467	0.000	0.000	-0.13936	-0.05496	-0.12395	-0.123	-0.13574	-0.13992	0.11184	-0.168	0.000	-0.13691	0.000	0.10264	0.000	0.000	-0.58609	0.000	-0.565	0.103	-0.049154	0.000	0.000	-0.13992	-0.136	-0.136	-0.168	-0.58274	-0.13201	0.000	0.112	0.112	-0.13992	-0.13992	-0.19212	-0.130	-0.130	-0.12395	-0.19212	-0.13858	0.1155	0.1155	-0.067932	-0.137	-0.123	
TCGA-CZ-5463	0.000	0.000	-0.089434	-0.721	-0.017803	-0.0015243	0.000	0.000	0.000	0.000	0.000	-0.7089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.72093	-0.7089	-0.73746	-0.709	-0.709	0.723	0.723	0	-0.089434	0.012376	0.000	-0.7188	0	0.01419	0.000	0.000	0.004719	0.000	0.0086135	0.000	0.000	0.0039359	0.000	0.000	0.000	-0.10643	0.000	0.000	0	-0.737	-0.737	0.000	-0.7089	0.72319	0.000	0.000	0.000	0	0	-0.031632	0.000	0.000	0.012376	-0.031632	0.004719	-0.7089	-0.7089	-0.089434	0.000	0.000	
TCGA-CZ-5462	0.000	0.000	-0.066654	-0.418	0.011958	-0.0069195	0.000	0.000	0.000	0.000	-0.420	-0.43485	0.000	0.000	0.000	0.000	0.000	0.000	-0.424	-0.42778	0.002737	-0.43994	-0.435	-0.435	0.848	0.848	0.011679	-0.066654	0.0033299	0.000	0.42889	0.011679	0.0011689	0.000	0.000	-0.42003	0.000	-0.022881	0.000	0.000	-0.44063	0.000	0.000	0.000	-0.066654	0.000	0.000	0.011679	-0.440	-0.011	0.000	-0.86381	0.85442	0.000	0.000	0.000	-0.41391	-0.42364	-0.0033243	0.000	0.000	0.0033299	-0.0033243	-0.43301	-0.43485	-0.43485	-0.066654	-0.420	0.000	
TCGA-B0-5121	0.000	0.000	-0.014293	0.000	0.00034995	-0.0078139	0.000	0.000	0.000	0.000	0.000	-0.59745	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002292	0.006321	0.0012704	0.000	0.000	0.566	0.566	0.0018757	-0.014293	0	-0.435	0.0012704	0.0018757	-0.0035286	0.000	0.000	-0.44625	0.000	-0.0013132	0.000	0.000	0.0027085	0.000	0.000	0.000	-0.014293	0.000	0.000	0.0018757	0.000	0.000	0.000	-0.59745	0.58103	0.000	0.000	0.000	-0.00089754	-0.00089754	-0.0071234	0.000	0.000	0	-0.0092999	0.0014595	0.006321	0.006321	-0.014293	-0.446	0.000	
TCGA-B0-5116	0.360	0.360	-0.061823	0.000	-0.016841	0.36904	0.356	0.356	0.369	0.369	-0.368	-0.43029	0.000	0.000	0.000	0.000	-0.396	0.000	0.000	0.0058309	0.36592	-0.056313	0.366	-0.054	0.000	0.000	0	-0.061823	-0.35556	0.000	-0.0071221	0	-0.80823	0.000	-0.374	-0.3685	0.354	0.0026357	0.000	0.000	0.0060458	0.000	0.000	0.000	-0.061823	0.000	0.000	0	0.000	0.000	0.000	-0.43029	0.017824	0.000	0.000	0.000	0	0	-0.02384	-0.368	-0.368	-0.35556	-0.011887	-0.3685	-0.42014	-0.42014	-0.061823	-0.368	0.000	
TCGA-B0-4688	0.000	0.498	0.08392	0.586	-0.065313	0.44748	1.371	0.334	0.422	0.422	0.626	-0.031296	-0.667	-0.667	0.000	0.000	0.522	0.000	0.000	0.64891	0.022865	-0.68451	0.000	0.000	-0.103	-0.103	-0.027535	0.93277	-0.12953	0.000	0.61118	-0.0049844	-0.016841	0.000	1.084	-0.12668	0.000	1.2635	0.374	0.374	-0.011535	0.000	0.000	-0.674	-0.70028	0.000	0.000	-0.013652	-0.073	0.611	0.000	0.56436	-0.16688	0.000	0.000	0.000	-0.06635	-0.0049844	3.2108	0.242	-0.102	3.6569	-0.60632	0.92411	0	0	-0.75676	-0.127	0.000	
